Category,Sub-Category,Product Name,total_sales,total_profit,total_units,orders,loss_orders,profit_margin_pct,loss_rate_pct
Office Supplies,Paper,Xerox 195,164.33,70.54,27.0,8,0.0,42.93,0.0
Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,70.48,13.0,6,0.0,23.65,0.0
Office Supplies,Paper,Xerox 1973,169.02,70.35,8.0,2,0.0,41.62,0.0
Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,70.1,3.0,1,0.0,41.0,0.0
Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,444.6,69.99,23.0,6,0.0,15.74,0.0
Technology,Phones,GE DSL Phone Line Filter,495.88,69.98,15.0,4,0.0,14.11,0.0
Office Supplies,Paper,Xerox 205,150.34,69.47,24.0,4,0.0,46.21,0.0
Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",194.69,68.95,10.0,3,0.0,35.42,0.0
Office Supplies,Paper,Xerox 1905,146.45,68.95,23.0,5,0.0,47.08,0.0
Office Supplies,Labels,Avery 499,176.29,68.72,40.0,11,0.0,38.98,0.0
Technology,Phones,Clarity 53712,752.29,68.63,14.0,4,0.0,9.12,0.0
Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,260.15,68.46,8.0,3,0.0,26.32,0.0
Office Supplies,Paper,Xerox 192,142.56,68.43,22.0,6,0.0,48.0,0.0
Office Supplies,Paper,Xerox 1993,147.74,68.43,24.0,8,0.0,46.32,0.0
Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,68.38,31.0,6,0.0,31.11,0.0
Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,234.24,67.93,16.0,4,0.0,29.0,0.0
Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,279.3,67.78,32.0,8,0.0,24.27,0.0
Office Supplies,Appliances,Holmes Odor Grabber,357.62,67.77,30.0,8,2.0,18.95,25.0
Office Supplies,Storage,X-Rack File for Hanging Folders,318.38,67.74,30.0,9,0.0,21.28,0.0
Office Supplies,Storage,Fellowes Super Stor/Drawer,477.3,67.71,18.0,4,1.0,14.19,25.0
Office Supplies,Paper,Xerox 1948,149.85,67.43,15.0,3,0.0,45.0,0.0
Office Supplies,Paper,Xerox 217,151.63,67.39,25.0,8,0.0,44.44,0.0
Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,344.59,67.3,19.0,6,0.0,19.53,0.0
Technology,Machines,Canon PC170 Desktop Personal Copier,575.82,67.18,6.0,2,0.0,11.67,0.0
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",184.54,67.1,30.0,6,0.0,36.36,0.0
Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,166.7,67.04,20.0,4,0.0,40.22,0.0
Technology,Accessories,Micropad Numeric Keypads,291.85,66.97,15.0,4,0.0,22.95,0.0
Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,215.11,66.69,35.0,10,2.0,31.0,20.0
Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,563.81,66.28,21.0,8,0.0,11.76,0.0
Office Supplies,Paper,Xerox 1903,138.74,65.54,24.0,6,0.0,47.24,0.0
Furniture,Furnishings,Magnifier Swing Arm Lamp,251.76,65.46,12.0,5,0.0,26.0,0.0
Office Supplies,Paper,Southworth 100% Cotton The Best Paper,151.54,65.44,15.0,3,0.0,43.18,0.0
Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.34,65.14,19.0,4,0.0,40.63,0.0
Office Supplies,Paper,Astroparche Fine Business Paper,144.67,65.05,29.0,6,0.0,44.96,0.0
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",146.69,64.86,21.0,8,0.0,44.22,0.0
Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",739.8,64.73,25.0,10,1.0,8.75,10.0
Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,477.93,64.71,57.0,13,4.0,13.54,30.77
Technology,Machines,Texas Instruments TI-34 Scientific Calculator,204.51,64.65,12.0,3,1.0,31.61,33.33
Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),169.83,64.58,32.0,8,0.0,38.03,0.0
Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,153.51,64.4,23.0,7,0.0,41.95,0.0
Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.87,64.14,39.0,10,2.0,22.28,20.0
Furniture,Chairs,"Global Leather Task Chair, Black",1448.84,63.89,19.0,8,5.0,4.41,62.5
Office Supplies,Paper,Xerox 23,141.26,63.76,23.0,6,0.0,45.14,0.0
Office Supplies,Storage,Eldon Fold 'N Roll Cart System,301.97,63.75,24.0,5,0.0,21.11,0.0
Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",176.29,63.75,13.0,2,0.0,36.16,0.0
Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,293.7,63.01,24.0,4,0.0,21.45,0.0
Office Supplies,Paper,Xerox 203,143.86,62.99,24.0,6,0.0,43.78,0.0
Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,207.9,62.77,11.0,6,0.0,30.19,0.0
Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",338.12,62.66,24.0,7,0.0,18.53,0.0
Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.82,61.52,12.0,4,1.0,11.25,25.0
Office Supplies,Paper,Xerox 1977,130.93,61.46,20.0,6,0.0,46.94,0.0
Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,455.46,61.43,24.0,8,2.0,13.49,25.0
Furniture,Furnishings,Artistic Insta-Plaque,156.8,61.15,10.0,3,0.0,39.0,0.0
Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.89,60.92,24.0,10,0.0,45.84,0.0
Office Supplies,Paper,Xerox 220,145.15,60.91,25.0,8,0.0,41.96,0.0
Office Supplies,Paper,Xerox 1959,133.6,60.65,21.0,6,0.0,45.4,0.0
Office Supplies,Paper,Xerox 222,134.78,60.65,22.0,7,0.0,45.0,0.0
Office Supplies,Paper,Xerox 1936,155.84,60.54,9.0,3,0.0,38.85,0.0
Furniture,Furnishings,Eldon 500 Class Desk Accessories,197.95,60.47,17.0,6,0.0,30.55,0.0
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,432.43,60.42,35.0,8,1.0,13.97,12.5
Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",125.84,60.4,13.0,5,0.0,48.0,0.0
Technology,Machines,Hewlett-Packard 300S Scientific Calculator,131.1,60.31,10.0,2,0.0,46.0,0.0
Office Supplies,Fasteners,OIC Binder Clips,128.16,60.14,38.0,7,0.0,46.93,0.0
Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,1679.89,60.0,15.0,5,1.0,3.57,20.0
Office Supplies,Binders,GBC Plastic Binding Combs,172.69,59.78,30.0,10,2.0,34.62,20.0
Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,330.92,59.59,31.0,6,0.0,18.01,0.0
Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",161.32,59.57,25.0,6,0.0,36.93,0.0
Office Supplies,Storage,Letter Size File,341.42,59.55,10.0,2,0.0,17.44,0.0
Office Supplies,Storage,Desktop 3-Pocket Hot File,259.68,59.51,5.0,2,0.0,22.92,0.0
Office Supplies,Paper,Xerox 1955,182.72,59.38,10.0,2,0.0,32.5,0.0
Office Supplies,Paper,Xerox 1930,138.67,59.36,24.0,5,0.0,42.8,0.0
Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,197.82,59.35,9.0,2,0.0,30.0,0.0
Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",139.62,59.28,44.0,7,0.0,42.46,0.0
Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",210.91,59.22,11.0,4,0.0,28.08,0.0
Office Supplies,Paper,Things To Do Today Pad,138.53,59.17,26.0,7,0.0,42.71,0.0
Office Supplies,Binders,Canvas Sectional Post Binders,422.64,59.07,28.0,6,2.0,13.98,33.33
Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,235.78,58.94,20.0,6,0.0,25.0,0.0
Office Supplies,Binders,GBC Binding covers,137.27,58.92,11.0,3,0.0,42.92,0.0
Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,229.57,58.67,28.0,7,0.0,25.56,0.0
Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,212.08,58.51,59.0,13,4.0,27.59,30.77
Technology,Phones,Cisco Small Business SPA 502G VoIP phone,882.1,58.46,11.0,4,1.0,6.63,25.0
Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,324.0,58.32,18.0,6,0.0,18.0,0.0
Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,436.13,58.28,41.0,9,1.0,13.36,11.11
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",138.16,58.03,22.0,4,0.0,42.0,0.0
Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",276.66,58.02,22.0,7,0.0,20.97,0.0
Technology,Accessories,HP Standard 104 key PS/2 Keyboard,275.5,58.0,20.0,6,0.0,21.05,0.0
Office Supplies,Paper,Xerox 1907,122.8,57.72,10.0,3,0.0,47.0,0.0
Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,184.0,57.5,20.0,7,2.0,31.25,28.57
Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.68,57.33,13.0,4,1.0,9.84,25.0
Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,867.77,57.09,30.0,9,2.0,6.58,22.22
Office Supplies,Paper,Xerox 212,141.26,57.02,25.0,7,0.0,40.37,0.0
Office Supplies,Paper,Xerox 232,120.53,56.51,19.0,4,0.0,46.88,0.0
Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,56.3,13.0,5,0.0,10.0,0.0
Office Supplies,Paper,Xerox 230,127.01,56.25,21.0,5,0.0,44.29,0.0
Office Supplies,Storage,"Tennsco Lockers, Sand",407.01,56.23,22.0,5,0.0,13.81,0.0
Furniture,Furnishings,Aluminum Document Frame,244.4,56.21,22.0,5,0.0,23.0,0.0
Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",124.8,56.16,20.0,5,0.0,45.0,0.0
Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.34,56.12,28.0,7,0.0,41.16,0.0
Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,170.62,56.04,22.0,7,1.0,32.84,14.29
Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,479.99,56.0,2.0,1,0.0,11.67,0.0
Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),129.17,55.97,24.0,5,0.0,43.33,0.0
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",180.31,55.82,18.0,5,1.0,30.96,20.0
Office Supplies,Binders,Acco 3-Hole Punch,137.53,55.54,36.0,9,2.0,40.38,22.22
Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,952.17,55.38,26.0,7,2.0,5.82,28.57
Office Supplies,Art,Lumber Crayons,171.39,55.36,19.0,6,0.0,32.3,0.0
Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",197.72,55.36,4.0,1,0.0,28.0,0.0
Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,136.82,55.33,15.0,5,0.0,40.44,0.0
Office Supplies,Storage,Portable Personal File Box,224.66,55.31,19.0,6,0.0,24.62,0.0
Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,583.64,55.25,48.0,10,4.0,9.47,40.0
Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",143.42,55.24,23.0,7,0.0,38.51,0.0
Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.25,55.1,17.0,5,0.0,28.08,0.0
Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",153.72,55.06,29.0,6,0.0,35.82,0.0
Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",197.8,54.85,27.0,5,0.0,27.73,0.0
Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",2979.0,54.72,26.0,5,2.0,1.84,40.0
Office Supplies,Labels,Avery 476,137.12,54.6,37.0,10,0.0,39.82,0.0
Furniture,Chairs,"Leather Task Chair, Black",1437.48,54.59,19.0,6,1.0,3.8,16.67
Office Supplies,Paper,Xerox 1947,136.34,54.12,25.0,5,0.0,39.69,0.0
Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",152.14,54.07,18.0,6,0.0,35.54,0.0
Office Supplies,Art,4009 Highlighters by Sanford,171.14,53.81,44.0,8,0.0,31.44,0.0
Office Supplies,Paper,Strathmore Photo Frame Cards,116.96,53.8,16.0,4,0.0,46.0,0.0
Technology,Accessories,Logitech Wireless Touch Keyboard K400,364.85,53.73,15.0,3,1.0,14.73,33.33
Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.89,53.7,28.0,6,0.0,23.36,0.0
Office Supplies,Art,BIC Liqua Brite Liner,173.5,53.58,27.0,6,0.0,30.88,0.0
Office Supplies,Storage,Adjustable Personal File Tote,270.25,53.4,18.0,5,0.0,19.76,0.0
Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,194.54,53.27,20.0,5,0.0,27.38,0.0
Office Supplies,Paper,Xerox 2,137.38,53.14,25.0,9,0.0,38.68,0.0
Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,1524.53,53.03,12.0,3,1.0,3.48,33.33
Office Supplies,Labels,Self-Adhesive Removable Labels,110.25,52.92,35.0,7,0.0,48.0,0.0
Office Supplies,Paper,Xerox 204,110.16,52.88,17.0,4,0.0,48.0,0.0
Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.83,17.0,5,0.0,34.0,0.0
Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,251.4,52.79,12.0,4,0.0,21.0,0.0
Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72,52.77,4.0,1,0.0,11.0,0.0
Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",284.72,52.65,24.0,4,0.0,18.49,0.0
Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",175.94,52.48,36.0,10,1.0,29.83,10.0
Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.21,52.45,31.0,8,2.0,16.91,25.0
Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.45,17.0,4,0.0,36.0,0.0
Technology,Accessories,Logitech M510 Wireless Mouse,239.94,52.39,7.0,3,0.0,21.83,0.0
Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.17,52.37,13.0,4,0.0,41.84,0.0
Technology,Phones,PowerGen Dual USB Car Charger,127.87,52.35,14.0,4,0.0,40.94,0.0
Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),139.39,52.27,30.0,8,0.0,37.5,0.0
Office Supplies,Envelopes,#10 Self-Seal White Envelopes,108.68,52.12,10.0,4,0.0,47.96,0.0
Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",218.42,52.03,14.0,4,0.0,23.82,0.0
Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",119.21,52.01,19.0,5,0.0,43.63,0.0
Office Supplies,Labels,Avery 519,121.35,51.61,18.0,6,0.0,42.53,0.0
Office Supplies,Labels,Avery 516,109.65,51.54,15.0,4,0.0,47.0,0.0
Office Supplies,Storage,File Shuttle I and Handi-File,262.67,51.42,13.0,3,0.0,19.58,0.0
Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",468.47,51.11,7.0,3,1.0,10.91,33.33
Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2552.54,51.05,23.0,5,0.0,2.0,0.0
Office Supplies,Storage,Hanging Personal Folder File,251.2,51.03,17.0,5,0.0,20.31,0.0
Office Supplies,Paper,Xerox 213,111.46,50.8,18.0,6,0.0,45.58,0.0
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",147.03,50.72,44.0,13,1.0,34.49,7.69
Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.58,3.0,1,0.0,28.0,0.0
Office Supplies,Binders,Storex Dura Pro Binders,278.59,50.55,71.0,17,8.0,18.14,47.06
Technology,Phones,AT&T CL2909,755.94,50.4,8.0,3,1.0,6.67,33.33
Technology,Accessories,Logitech Media Keyboard K200,503.86,50.39,16.0,4,2.0,10.0,50.0
Technology,Phones,Apple EarPods with Remote and Mic,251.91,50.38,10.0,4,0.0,20.0,0.0
Office Supplies,Storage,Fellowes Desktop Hanging File Manager,201.45,50.36,15.0,4,0.0,25.0,0.0
Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),106.35,50.34,19.0,4,0.0,47.34,0.0
Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",191.98,50.23,47.0,9,2.0,26.16,22.22
Office Supplies,Binders,JM Magazine Binder,204.72,50.19,18.0,6,1.0,24.52,16.67
Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",361.87,50.01,17.0,5,1.0,13.82,20.0
Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05,49.86,13.0,3,0.0,25.56,0.0
Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",209.66,49.8,7.0,3,0.0,23.75,0.0
Office Supplies,Art,Berol Giant Pencil Sharpener,254.85,49.78,17.0,4,0.0,19.53,0.0
Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.13,49.76,3.0,1,0.0,8.33,0.0
Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,780.46,49.51,67.0,14,5.0,6.34,35.71
Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",106.29,49.5,15.0,4,0.0,46.58,0.0
Furniture,Furnishings,"Master Caster Door Stop, Brown",176.78,49.38,38.0,9,1.0,27.93,11.11
Office Supplies,Labels,Avery 518,106.47,49.14,35.0,8,0.0,46.15,0.0
Furniture,Chairs,Global Highback Leather Tilter in Burgundy,2647.81,49.13,34.0,9,5.0,1.86,55.56
Office Supplies,Paper,Xerox 1928,124.61,49.1,26.0,4,0.0,39.41,0.0
Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",109.58,49.08,15.0,6,0.0,44.79,0.0
Office Supplies,Storage,Fellowes Recycled Storage Drawers,1287.95,48.85,12.0,3,1.0,3.79,33.33
Office Supplies,Labels,Avery File Folder Labels,113.47,48.84,44.0,13,0.0,43.05,0.0
Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.74,48.82,23.0,7,1.0,28.93,14.29
Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,48.76,9.0,4,1.0,33.11,25.0
Office Supplies,Art,Sanford Liquid Accent Highlighters,149.63,48.63,24.0,5,0.0,32.5,0.0
Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",729.23,48.62,4.0,3,1.0,6.67,33.33
Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.39,48.56,6.0,3,0.0,40.0,0.0
Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,532.16,48.38,44.0,9,4.0,9.09,44.44
Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97,48.0,4.0,2,0.0,10.67,0.0
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.06,47.98,12.0,4,0.0,31.76,0.0
Office Supplies,Paper,Xerox 1971,113.85,47.94,28.0,6,0.0,42.11,0.0
Office Supplies,Storage,Iris Project Case,225.04,47.88,30.0,6,0.0,21.28,0.0
Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,47.73,31.0,8,1.0,34.79,12.5
Office Supplies,Paper,Xerox 1995,121.82,47.69,22.0,6,0.0,39.15,0.0
Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",119.97,47.6,22.0,6,0.0,39.68,0.0
Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",159.25,47.6,22.0,6,1.0,29.89,16.67
Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,600.47,47.31,8.0,2,0.0,7.88,0.0
Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,1154.66,47.28,25.0,5,2.0,4.09,40.0
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",115.43,47.22,26.0,6,0.0,40.91,0.0
Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72,47.19,25.0,8,0.0,44.21,0.0
Office Supplies,Paper,Xerox Blank Computer Paper,99.9,46.95,5.0,1,0.0,47.0,0.0
Office Supplies,Paper,Xerox 228,97.2,46.66,15.0,4,0.0,48.0,0.0
Office Supplies,Paper,Xerox 219,97.2,46.66,15.0,4,0.0,48.0,0.0
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54,46.56,23.0,5,0.0,29.0,0.0
Office Supplies,Paper,Xerox 227,120.53,46.4,22.0,8,0.0,38.49,0.0
Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.94,46.33,14.0,4,1.0,3.24,25.0
Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16,46.14,19.0,6,0.0,41.88,0.0
Office Supplies,Paper,Xerox 201,110.16,46.14,19.0,5,0.0,41.88,0.0
Office Supplies,Binders,Cardinal Slant-D Ring Binders,119.92,46.06,17.0,5,1.0,38.41,20.0
Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,395.78,46.05,27.0,6,0.0,11.64,0.0
Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,596.62,45.89,10.0,4,1.0,7.69,25.0
Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,234.46,45.87,15.0,5,0.0,19.57,0.0
Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",217.22,45.86,14.0,4,0.0,21.11,0.0
Office Supplies,Paper,Xerox 1987,92.48,45.32,16.0,4,0.0,49.0,0.0
Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",108.42,44.99,17.0,3,0.0,41.49,0.0
Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,44.87,3.0,1,0.0,13.33,0.0
Office Supplies,Paper,Xerox 1952,97.61,44.82,20.0,4,0.0,45.92,0.0
Office Supplies,Storage,Staple magnet,272.89,44.81,33.0,10,0.0,16.42,0.0
Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",229.98,44.81,15.0,5,0.0,19.49,0.0
Furniture,Furnishings,Longer-Life Soft White Bulbs,115.19,44.72,44.0,10,2.0,38.82,20.0
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",135.65,44.59,25.0,5,0.0,32.87,0.0
Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,171.04,44.47,8.0,3,0.0,26.0,0.0
Technology,Phones,Panasonic KX TS3282B Corded phone,590.33,44.27,9.0,3,0.0,7.5,0.0
Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,279.56,44.19,38.0,9,1.0,15.81,11.11
Office Supplies,Storage,Project Tote Personal File,193.61,44.19,15.0,4,0.0,22.83,0.0
Furniture,Chairs,"Global Stack Chair without Arms, Black",901.51,44.17,44.0,7,2.0,4.9,28.57
Office Supplies,Paper,Xerox 1900,105.29,44.08,26.0,7,0.0,41.87,0.0
Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.02,43.78,17.0,5,0.0,39.79,0.0
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,43.71,29.0,6,0.0,36.82,0.0
Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.68,43.71,25.0,5,1.0,6.57,20.0
Office Supplies,Paper,Xerox 1962,109.57,43.66,28.0,7,0.0,39.84,0.0
Office Supplies,Paper,Xerox 21,124.42,43.55,24.0,7,0.0,35.0,0.0
Office Supplies,Binders,Avery Non-Stick Binders,217.32,43.55,71.0,20,6.0,20.04,30.0
Office Supplies,Paper,Xerox 1970,101.59,43.53,22.0,6,0.0,42.84,0.0
Office Supplies,Binders,Avery Metallic Poly Binders,135.8,43.43,31.0,6,2.0,31.98,33.33
Office Supplies,Paper,Xerox 1949,114.54,43.43,28.0,8,0.0,37.91,0.0
Office Supplies,Labels,Avery 478,88.38,43.31,18.0,4,0.0,49.0,0.0
Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",139.44,43.23,24.0,5,0.0,31.0,0.0
Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,43.2,3.0,1,0.0,4.29,0.0
Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,1039.87,43.19,14.0,4,2.0,4.15,50.0
Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",94.93,43.14,14.0,3,0.0,45.44,0.0
Office Supplies,Labels,Avery 481,91.17,43.12,30.0,5,0.0,47.3,0.0
Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,426.93,43.09,26.0,5,1.0,10.09,20.0
Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.9,27.0,7,0.0,38.73,0.0
Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,275.08,42.79,19.0,7,0.0,15.56,0.0
Furniture,Furnishings,"Master Big Foot Doorstop, Beige",152.06,42.77,30.0,6,0.0,28.12,0.0
Office Supplies,Labels,Avery 495,97.02,42.59,16.0,4,0.0,43.9,0.0
Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,778.74,42.54,50.0,12,4.0,5.46,33.33
Office Supplies,Labels,Avery 480,89.25,42.45,24.0,6,0.0,47.56,0.0
Technology,Accessories,Memorex Froggy Flash Drive 4 GB,136.28,42.42,14.0,5,0.0,31.13,0.0
Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,115.24,42.31,16.0,6,1.0,36.72,16.67
